article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin
FB-0011,policy,서울 AI 바우처 사업 개편,2026-08-06,"서울 AI 바우처 사업 개편. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 생성형 AI, 데이터이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 서울입니다.","생성형 AI, 데이터 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0011,Fallback Tech Review,,생성형 AI|데이터,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0012,technology,국내 멀티모달 AI 품질검사 기술 발전,2025-02-15,"국내 멀티모달 AI 품질검사 기술 발전. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 자동화, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 국내입니다.","자동화, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0012,Fallback Market Digest,,자동화|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0013,competitor,FactoryMind 글로벌 경쟁사 신제품 공개,2025-08-10,"FactoryMind 글로벌 경쟁사 신제품 공개. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 제조 AX, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 글로벌입니다.","제조 AX, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0013,Fallback Policy Brief,FactoryMind,제조 AX|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0014,market,충청 산업용 AI 비전 시장 확대,2026-06-21,"충청 산업용 AI 비전 시장 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 클라우드, 제조 AX, 자동화이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 충청입니다.","클라우드, 제조 AX, 자동화 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0014,Fallback Startup News,,클라우드|제조 AX|자동화,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0015,policy,경기 산업 데이터 활용 가이드라인 발표,2025-10-08,"경기 산업 데이터 활용 가이드라인 발표. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 클라우드, 데이터이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 경기입니다.","클라우드, 데이터 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0015,Fallback Policy Brief,,클라우드|데이터,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0016,funding,대구 초기창업기업 사업화 자금 모집,2025-09-08,"대구 초기창업기업 사업화 자금 모집. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 생성형 AI, 스마트팩토리, 자동화이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 대구입니다.","생성형 AI, 스마트팩토리, 자동화 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0016,Fallback Policy Brief,,생성형 AI|스마트팩토리|자동화,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0017,funding,글로벌 AI 스타트업 기술사업화 지원,2025-09-06,"글로벌 AI 스타트업 기술사업화 지원. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 디지털 전환, AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 글로벌입니다.","디지털 전환, AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0017,Fallback Market Digest,,디지털 전환|AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0018,technology,부산 Agent 기반 제조업 자동화 확산,2025-01-16,"부산 Agent 기반 제조업 자동화 확산. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 AI, 스마트팩토리이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 부산입니다.","AI, 스마트팩토리 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0018,Fallback Policy Brief,,AI|스마트팩토리,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0019,funding,부산 AI 스타트업 기술사업화 지원,2025-12-24,"부산 AI 스타트업 기술사업화 지원. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 생성형 AI, 스마트팩토리, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 부산입니다.","생성형 AI, 스마트팩토리, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0019,Fallback Policy Brief,,생성형 AI|스마트팩토리|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0020,technology,글로벌 산업용 RAG 활용 사례 증가,2026-03-20,"글로벌 산업용 RAG 활용 사례 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, 생성형 AI, 제조 AX이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 글로벌입니다.","스마트팩토리, 생성형 AI, 제조 AX 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0020,Fallback Policy Brief,,스마트팩토리|생성형 AI|제조 AX,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0021,technology,글로벌 경량 비전 모델 현장 적용 확대,2026-02-03,"글로벌 경량 비전 모델 현장 적용 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 보안, 클라우드, 제조 AX, 생성형 AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 글로벌입니다.","보안, 클라우드, 제조 AX, 생성형 AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0021,Fallback Startup News,,보안|클라우드|제조 AX|생성형 AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0022,policy,부산 스마트공장 지원정책 확대,2026-06-03,"부산 스마트공장 지원정책 확대. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 보안, 제조 AX, 스마트팩토리, AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 부산입니다.","보안, 제조 AX, 스마트팩토리, AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0022,Fallback Policy Brief,,보안|제조 AX|스마트팩토리|AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0023,policy,글로벌 AI 바우처 사업 개편,2025-06-06,"글로벌 AI 바우처 사업 개편. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 생성형 AI, 스마트팩토리, 보안, 품질검사이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 글로벌입니다.","생성형 AI, 스마트팩토리, 보안, 품질검사 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0023,Fallback Policy Brief,,생성형 AI|스마트팩토리|보안|품질검사,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0024,policy,국내 제조 AX 지원정책 발표,2026-01-05,"국내 제조 AX 지원정책 발표. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 제조 AX, 자동화, 품질검사, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 국내입니다.","제조 AX, 자동화, 품질검사, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0024,Fallback Market Digest,,제조 AX|자동화|품질검사|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0025,technology,서울 Agent 기반 제조업 자동화 확산,2026-08-03,"서울 Agent 기반 제조업 자동화 확산. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, 생성형 AI, 스마트팩토리이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 서울입니다.","데이터, 생성형 AI, 스마트팩토리 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0025,Fallback Policy Brief,,데이터|생성형 AI|스마트팩토리,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0026,funding,경기 제조혁신 R&D 공고,2026-07-03,"경기 제조혁신 R&D 공고. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 보안, AI, 클라우드이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 경기입니다.","보안, AI, 클라우드 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0026,Fallback Policy Brief,,보안|AI|클라우드,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0027,technology,글로벌 멀티모달 AI 품질검사 기술 발전,2025-06-07,"글로벌 멀티모달 AI 품질검사 기술 발전. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 AI, 디지털 전환, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 글로벌입니다.","AI, 디지털 전환, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0027,Fallback Tech Review,,AI|디지털 전환|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0028,funding,서울 초기창업기업 사업화 자금 모집,2026-01-31,"서울 초기창업기업 사업화 자금 모집. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 품질검사, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 서울입니다.","품질검사, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0028,Fallback Policy Brief,,품질검사|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0029,competitor,VisionForge 글로벌 경쟁사 품질검사 솔루션 업데이트,2026-03-31,"VisionForge 글로벌 경쟁사 품질검사 솔루션 업데이트. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, 품질검사, 디지털 전환이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 글로벌입니다.","데이터, 품질검사, 디지털 전환 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0029,Fallback Tech Review,VisionForge,데이터|품질검사|디지털 전환,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0030,market,국내 스마트팩토리 투자 증가,2025-04-15,"국내 스마트팩토리 투자 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 자동화, 제조 AX, 생성형 AI, 클라우드이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 국내입니다.","자동화, 제조 AX, 생성형 AI, 클라우드 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0030,Fallback Startup News,,자동화|제조 AX|생성형 AI|클라우드,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0031,competitor,QualiBot 서울 경쟁사 해외시장 진출,2025-06-20,"QualiBot 서울 경쟁사 해외시장 진출. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, 품질검사, 데이터, AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 서울입니다.","스마트팩토리, 품질검사, 데이터, AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0031,Fallback Startup News,QualiBot,스마트팩토리|품질검사|데이터|AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0032,policy,글로벌 중소기업 디지털 전환 지원사업,2025-06-13,"글로벌 중소기업 디지털 전환 지원사업. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 보안, 자동화, AI, 제조 AX이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 글로벌입니다.","보안, 자동화, AI, 제조 AX 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0032,Fallback Market Digest,,보안|자동화|AI|제조 AX,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0033,funding,대구 초기창업기업 사업화 자금 모집,2026-03-19,"대구 초기창업기업 사업화 자금 모집. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 자동화, 데이터, 클라우드, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 대구입니다.","자동화, 데이터, 클라우드, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0033,Fallback Policy Brief,,자동화|데이터|클라우드|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0034,technology,충청 멀티모달 AI 품질검사 기술 발전,2025-06-20,"충청 멀티모달 AI 품질검사 기술 발전. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 AI, 클라우드, 데이터, 자동화이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 technology이고 지역 범위는 충청입니다.","AI, 클라우드, 데이터, 자동화 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0034,Fallback Startup News,,AI|클라우드|데이터|자동화,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0035,funding,서울 클라우드 전환 지원사업 공고,2025-07-07,"서울 클라우드 전환 지원사업 공고. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 서울입니다.","데이터, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0035,Fallback Market Digest,,데이터|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0036,policy,글로벌 산업 데이터 활용 가이드라인 발표,2025-09-18,"글로벌 산업 데이터 활용 가이드라인 발표. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, 보안, 스마트팩토리이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 policy이고 지역 범위는 글로벌입니다.","데이터, 보안, 스마트팩토리 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0036,Fallback Startup News,,데이터|보안|스마트팩토리,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0037,competitor,QualiBot 충청 경쟁사 제조 AI 파트너십 체결,2026-06-01,"QualiBot 충청 경쟁사 제조 AI 파트너십 체결. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, 생성형 AI, 자동화, 제조 AX이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 충청입니다.","데이터, 생성형 AI, 자동화, 제조 AX 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0037,Fallback Tech Review,QualiBot,데이터|생성형 AI|자동화|제조 AX,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0038,market,부산 중소 제조기업 AI 전환 수요 증가,2026-01-26,"부산 중소 제조기업 AI 전환 수요 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 보안, 생성형 AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 부산입니다.","보안, 생성형 AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0038,Fallback Policy Brief,,보안|생성형 AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0039,funding,대구 지역특화 창업지원 프로그램 모집,2025-05-04,"대구 지역특화 창업지원 프로그램 모집. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 AI, 자동화이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 대구입니다.","AI, 자동화 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0039,Fallback Policy Brief,,AI|자동화,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0040,market,경기 스마트팩토리 투자 증가,2025-12-17,"경기 스마트팩토리 투자 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 경기입니다.","스마트팩토리, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0040,Fallback Startup News,,스마트팩토리|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0041,funding,부산 초기창업기업 사업화 자금 모집,2026-03-09,"부산 초기창업기업 사업화 자금 모집. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 funding이고 지역 범위는 부산입니다.","스마트팩토리, AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0041,Fallback Market Digest,,스마트팩토리|AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0042,competitor,QualiBot 글로벌 경쟁사 제조 AI 파트너십 체결,2026-03-25,"QualiBot 글로벌 경쟁사 제조 AI 파트너십 체결. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, 보안이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 글로벌입니다.","스마트팩토리, 보안 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0042,Fallback Startup News,QualiBot,스마트팩토리|보안,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0043,competitor,VisionForge 대구 경쟁사 제조 AI 파트너십 체결,2026-01-08,"VisionForge 대구 경쟁사 제조 AI 파트너십 체결. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 스마트팩토리, 디지털 전환, 클라우드이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 competitor이고 지역 범위는 대구입니다.","스마트팩토리, 디지털 전환, 클라우드 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0043,Fallback Tech Review,VisionForge,스마트팩토리|디지털 전환|클라우드,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
FB-0044,market,국내 스마트팩토리 투자 증가,2026-07-07,"국내 스마트팩토리 투자 증가. 이 문서는 실시간 웹 수집 실패 시 사용하는 교육용 합성 데이터입니다. 주요 키워드는 데이터, AI, 생성형 AI이며, 시장 변화·기업 대응·지원정책·기술 적용 가능성을 검토할 수 있도록 구성했습니다. 분류는 market이고 지역 범위는 국내입니다.","데이터, AI, 생성형 AI 관련 동향을 다루는 수업용 fallback 기사 요약입니다.",https://example.com/fallback/0044,Fallback Policy Brief,,데이터|AI|생성형 AI,2026-09-18T09:00:00+09:00,false,false,synthetic_fallback
