rank,article_id,category,title,date,source_name,source_url,company_tag,keywords,final_score,rule_score,llm_score,keyword_score,company_score,competitor_score,funding_score,recency_score,llm_relevance,llm_importance,llm_urgency,reason,reason_source,summary,data_origin
11,LV-1097,policy,"정부, 제조 AI 전환 ‘M.AX 청사진’도 공개",2026-06-29,경향신문,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9JWS1sS1ozVnJhbWtkejVBdEdtZHIxMXI0c0p3bS1CNTlCd3FwY1lyX3BSem00WThLWnpTeXZIQXBic0g5Wkw1V2FwNmpidWRjV2VXbDNYUmtlUdIBX0FVX3lxTE1fRXBxZDF0Nmowa0EyNjVhSDFub3VhQjZkR1ZneUxJV2RLcVVjSkVvbERxaWRWRTRJbXQ2cVJJVWJScHA2UzY0SmlfQk55OW00bFUxeWEtZnA1a0NJUVBF?oc=5,,AI|스마트공장,67.9,46.5,100.0,10.0,22.5,0,7.5,6.5,5,5,5,정부의 제조 AI 전환 정책에 부합하는 비전 검사 및 품질 리포트 자동화 솔루션의 정부 과제 참여를 추진해야 합니다.,llm,"정부, 제조 AI 전환 ‘M.AX 청사진’도 공개 (검색어: 스마트공장 정책)",live
12,LV-0211,market,"서큘러스, 'DTF 2026'서 엣지 AI 안전·품질검사 솔루션 공개 - 머니투데이",2026-08-25,mt.co.kr,https://news.google.com/rss/articles/CBMibEFVX3lxTE1NYVdPMTRRVHpWWjVHMHBzdTB0bHdtc2M2SFlvNDNQWmVhVXVkYTJNelZIZzd5ZjhrQkQxbm5hRDZ4U3NVSXd1cjl0Z2dMaTNLNmNRRVYyMGZYV192YzFvVnl1bFJRUk1mNkgyd9IBckFVX3lxTE5rVk5WMjlTUi1pa2xKYTFKc08xc1gwZGpkTENZZ2ZLMTdQSnljd3NiVV9HYjBVek9HQ1lMX0V5MnVucktndm1qeXJYYzlDRnlpRGZVRnhCMlliUXRYa1FiNmF5S193VnBaTlMzNlZJVjVDQQ?oc=5,,AI|품질검사,67.7,56.2,85.0,20.0,26.2,0,0.0,10.0,5,4,4,서큘러스의 엣지 AI 품질검사 솔루션을 분석하고 자사 SaaS 제품 차별화 포인트를 확보해야 합니다.,llm,"서큘러스, 'DTF 2026'서 엣지 AI 안전·품질검사 솔루션 공개 - 머니투데이 (검색어: 품질검사)",live
13,LV-0236,market,"[2026 하반기 혁신 IT 대상] 엑타스, AI 비전 기반 정제 품질검사 기술",2026-09-01,중앙일보,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1hR1FyeFl0cjRzTkhuOUg5eXF5azYyZGFtdTZzc0pGeGRkSTlocFFrRVRhdHlIa3NyNFZBck1VZ3pweVBqWU9GZDl2ME11ZXBKNVVrdHhB?oc=5,,AI|품질검사,67.5,60.0,78.8,20.0,30.0,0,0.0,10.0,5,4,3,제약 정제 등 특화 업종의 비전 검사 기술 동향을 분석해 자사 솔루션의 업종별 특화 기능을 강화해야 합니다.,llm,"[2026 하반기 혁신 IT 대상] 엑타스, AI 비전 기반 정제 품질검사 기술 (검색어: 품질검사)",live
14,LV-0275,market,"제조업 AI 도입률 4%···""현장 데이터 99%는 쓰고 버려져""",2026-07-23,시사저널e,https://news.google.com/rss/articles/CBMickFVX3lxTFBMNHpCRVhybE1mYS0yVjJ1WEIxY1ZSSXlfQkt0Z2dSQWc1MWJqaWlfUEJNZHJPUkRaRVZJeU5UbDBRN3pUNWxNR0RMZUpycDMzeTdRdmRfaFRYYXNFcjM2NWhhV0xZV0RGS0ZRV2NwNXlCdw?oc=5,,AI|품질검사|데이터,65.4,63.1,68.8,25.0,30.0,0,0.0,8.1,4,4,3,버려지는 현장 데이터를 활용하는 품질 리포트 자동화 솔루션의 마케팅 메시지를 강화할 필요가 있습니다.,llm,"제조업 AI 도입률 4%···""현장 데이터 99%는 쓰고 버려져"" (검색어: 품질검사)",live
15,LV-1186,market,"포항, '철강 공정 제조데이터'로 AX 속도…학습데이터셋 구축·현장 실증 본격화",2026-07-22,전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE1XWDRiWXd1ejgwcGxaN2VLbnNIM1d1cnJKLUJmUTdadXBDSlBxRFVtaTFEMnJHQTBCNHVHZmZVYTlyS3NZbDRlVDNRZHdaZw?oc=5,,AI|품질검사|데이터,64.9,58.1,75.0,20.0,30.0,0,0.0,8.1,4,4,4,포항 철강 데이터셋 구축 및 실증 사업을 파악해 해당 산단 기업 대상 영업을 추진해야 합니다.,llm,"포항, '철강 공정 제조데이터'로 AX 속도…학습데이터셋 구축·현장 실증 본격화 (검색어: 제조업 AI 비전 품질검사)",live
16,LV-0840,funding,"부산 제조업 스마트공장서 ‘제조AI’로…부산TP, 지원체계 고도화",2026-09-17,브릿지경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE14d0JoRmRDYmVhTlBKbkI5bVNYaUp6SElMWE5wTVViZGdfWWtXS1RqMG5ZVzhwT29LYTNZQUZoSEQxaktUc2VFMW12eDRIdTJnVmFiR1JHUjNTUQ?oc=5,,AI|스마트공장,64.5,57.5,75.0,10.0,22.5,0,15.0,10.0,4,4,4,부산TP의 제조AI 지원사업에 참여하여 지역 중소기업 대상 영업 및 검사 솔루션 공급을 추진해야 합니다.,llm,"부산 제조업 스마트공장서 ‘제조AI’로…부산TP, 지원체계 고도화 (검색어: 스마트공장 지원)",live
17,LV-0867,funding,경남도 '제조 AI 확산 거점' 스마트공장 현장 목소리 듣는다,2026-09-15,전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9XNlp6aV9KZGcxbzRRRVZlQ1Y3WEJpMnM5UUdoejJpTmNFNXllcHBfTHBYSkh1Q29rWXhhd09iQ2VsMnIwVF9oSXRrZUxLZw?oc=5,,AI|스마트공장,64.5,57.5,75.0,10.0,22.5,0,15.0,10.0,4,4,4,경남도 스마트공장 현장 의견 수렴에 참여하여 AI 비전 검사 솔루션의 지원 대상 포함을 건의해야 합니다.,llm,경남도 '제조 AI 확산 거점' 스마트공장 현장 목소리 듣는다 (검색어: 스마트공장 지원),live
18,LV-0921,funding,"과기정통부·중기부, 피지컬 AI 확산 맞손…중소 제조기업 지원 논의 - 머니투데이",2026-09-07,mt.co.kr,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBhWUlnN1ZOVWtrdXZia3o1WTF5RjhyQmVubVYyNzZJaDRYUlRXdXpxcmZLdHlwelNnRDk4QWFDN2Zoc0EtaXF2NVdSTlRHOUp1UGRmU2YwaElOeVM3eklGQVNqX1ctRWvSAWxBVV95cUxNMXFaM2FCQmpHMzhrdktzQm1MZ2wyNjExSFRGdGNEdndWQ1pTUW8tdlBicXJobUlUaGUyTzZHSUVwekd3T19nZVRpWFBsR2xDRU13dDBQUHY4LUwzVDJTNDhmT3NlSHNVSDdaSzU?oc=5,,AI|스마트공장,64.5,57.5,75.0,10.0,22.5,0,15.0,10.0,4,4,4,정부의 중소 제조기업 AI 지원 정책 방향을 파악하고 정책 연계 지원사업 참여를 조기에 준비해야 합니다.,llm,"과기정통부·중기부, 피지컬 AI 확산 맞손…중소 제조기업 지원 논의 - 머니투데이 (검색어: 스마트공장 지원)",live
19,LV-0889,funding,"경북TP, 스마트제조혁신센터 성과평가 7년 연속 최고등급(S등급) 달성...제조AI 기반 AX 생태계 선도",2026-08-10,서울경제TV,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBhQko3UWZvZ0pSdWtWNVk4bS1TWkRtaTJqWWNGWUxPTDJDVUdjMTB5dHprQm5yTXVqbFFMcV9wUkpxcmlmSGFyRDBZc24xNVNKWWtuN3R1c1hpak4zUHdzeHlyWnU?oc=5,,AI|스마트공장,64.1,56.8,75.0,10.0,22.5,0,15.0,9.3,4,4,4,경북 지역 중소 제조기업 대상 AI 비전 검사 솔루션 연계 지원사업 참여 타당성을 타진해야 합니다.,llm,"경북TP, 스마트제조혁신센터 성과평가 7년 연속 최고등급(S등급) 달성...제조AI 기반 AX 생태계 선도 (검색어: 스마트공장 지원)",live
20,LV-1365,competitor,"바이슨, 'AW 베트남 2026'서 AI 머신비전 솔루션 선봬 - 머니투데이",2026-09-17,mt.co.kr,https://news.google.com/rss/articles/CBMickFVX3lxTE5VcmtpQnR4MEpCWkxzeUNvRVVvLTJ4cmoyQUFJQllYc21rRHg1dkZ5YVlyTlJYUUtmUlQwUnNtTDFuOE5uQmtXVVNJWFRZcmRHdlpyclh6VEwzcVlWT1h5ZVZIRk5pUzNDVGhucTFKSzdRd9IBckFVX3lxTE5VcmtpQnR4MEpCWkxzeUNvRVVvLTJ4cmoyQUFJQllYc21rRHg1dkZ5YVlyTlJYUUtmUlQwUnNtTDFuOE5uQmtXVVNJWFRZcmRHdlpyclh6VEwzcVlWT1h5ZVZIRk5pUzNDVGhucTFKSzdRdw?oc=5,,AI,64.0,50.0,85.0,10.0,30.0,0,0.0,10.0,5,4,4,경쟁사의 AI 머신비전 솔루션 해외 전시 동향을 분석하고 해외 진출 및 경쟁 우위를 점검해야 합니다.,llm,"바이슨, 'AW 베트남 2026'서 AI 머신비전 솔루션 선봬 - 머니투데이 (검색어: 머신비전 AI 검사)",live
21,LV-1364,competitor,"서울대 교수·삼성 연구원 뭉친 스누아이랩, AI 머신비전 플랫폼 선보여",2026-09-12,한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBaUS1BQUl2X3gtazBQVXN2aVZUUTNzbVlEd0FrcHQ2NWF1R0QzWldOOWE5OFBBdndvd1FFNlZXak1MUjRkQURndlFUTnRsUUxNZGpwNHpmNUdZZw?oc=5,,AI,64.0,50.0,85.0,10.0,30.0,0,0.0,10.0,5,4,4,신규 AI 머신비전 플랫폼의 기술력을 분석하고 SaaS 기반의 차별화된 영업 전략을 강화해야 합니다.,llm,"서울대 교수·삼성 연구원 뭉친 스누아이랩, AI 머신비전 플랫폼 선보여 (검색어: 머신비전 AI 검사)",live
22,LV-1367,competitor,"[AW 베트남 2026] 엠비젼, 자동차 부품 외관검사 AI 비전 시스템 선보인다",2026-08-26,헬로티,https://news.google.com/rss/articles/CBMiX0FVX3lxTFB1UjZ3aTZkVFVIeExnZlA5bVVqanpBdDlVTDJZajM0b3dyNTVuQzVXNjdWOGdBN1JTRXpQTlVGQk9CcmZMd2dVYjlveXZFZmxLcWoxUWdVQmR6SkdhVm5R?oc=5,,AI,64.0,50.0,85.0,10.0,30.0,0,0.0,10.0,5,4,4,"경쟁사의 해외 전시 참가 및 기술을 분석하여, 자사 SaaS의 차별화된 불량 탐지 기능을 홍보해야 합니다.",llm,"[AW 베트남 2026] 엠비젼, 자동차 부품 외관검사 AI 비전 시스템 선보인다 (검색어: 머신비전 AI 검사)",live
23,LV-1376,competitor,"클레로보틱스, 중기부 ‘글로벌 팁스’ 선정 ··· AI·3D 머신비전 기술 고도화",2026-08-18,데이터넷,https://news.google.com/rss/articles/CBMibEFVX3lxTE04bDVOd2pYaEhhcmpCbHBZdk1KODlQRHN1TmJEQUJ2MzhHOE5vSmg1VVZOaTNXN0xIQWx5ai0zRVJ4YmpyeTJzUWgzcHJSczZJTDQ1UnZrV2Q1MU5wNFp5Zk00SjhGQ2J1UHpjYw?oc=5,,AI,63.9,49.9,85.0,10.0,30.0,0,0.0,9.9,5,4,4,경쟁사의 기술 고도화에 대응해 자사 비전 SaaS의 기술력을 높이고 정부 지원 사업 신청을 준비해야 합니다.,llm,"클레로보틱스, 중기부 ‘글로벌 팁스’ 선정 ··· AI·3D 머신비전 기술 고도화 (검색어: 머신비전 AI 검사)",live
24,LV-1090,policy,"[특집/향후 10년 한국의 수출을 이끌 차세대 산업 시리즈 No.14 스마트팩토리] “공장이 스스로 판단하고 움직인다”…AI 스마트팩토리, 한국 수출의 새 성장엔진",2026-09-19,코리아포스트 한글판,https://news.google.com/rss/articles/CBMibkFVX3lxTE05WE83bWV6M3ktak1jZ0xoQnp2cGgxazFmWDZydzR3Nk1zQ050X002ei1WeVNJS1NYamc0TkIzR1YzcHlSX25MVDhHTENUWjVsVy1pSDFwUlJVTllpSTNFTFhxR1dLQ2pKUkJRNm5B?oc=5,,AI|스마트팩토리|스마트공장,63.5,60.0,68.8,20.0,22.5,0,7.5,10.0,4,4,3,AI 스마트팩토리 국책 사업 및 산업 동향에 맞춰 중소·중견기업 맞춤형 검사 SaaS 홍보를 강화해야 합니다.,llm,"[특집/향후 10년 한국의 수출을 이끌 차세대 산업 시리즈 No.14 스마트팩토리] “공장이 스스로 판단하고 움직인다”…AI 스마트팩토리, 한국 수출의 새 성장엔진 (검색어: 스마트공장 정책)",live
25,LV-1368,competitor,"바이슨, 이차전지 분야 복수 기업과 AI 비전검사 PoC 진행 - 머니투데이",2026-08-03,mt.co.kr,https://news.google.com/rss/articles/CBMibEFVX3lxTE5fVUJvU0JUbjRnSGlhZkxLN1UzM3g1cl95UWV6UHNyb3RCOHNuSGtsRm5RUjBQTjlld3RVclMybDZPUE1TYXBILWp0OTBHOTRIRlJiTHZDT1hyU3RybG50OHR6Z0FMaFFxdEw0btIBckFVX3lxTE4zQllyVlYwSXJ6b2kteG1uN0RPU0YzQXRlMGxVVlVOT1JfdnhhTjVIMlg5cmh1Wjc3N0VrQWFJLWVwX0prcHZzZzl6cTE2bTJNZGx0bXZYeFk5eHNvSnFLRkVKbHhaa1FpbjdsTnZoQVo0UQ?oc=5,,AI,63.3,48.9,85.0,10.0,30.0,0,0.0,8.9,5,4,4,"이차전지 분야의 비전 검사 적용 사례를 벤치마킹하고, 관련 제조업체 대상 PoC 영업을 강화해야 합니다.",llm,"바이슨, 이차전지 분야 복수 기업과 AI 비전검사 PoC 진행 - 머니투데이 (검색어: 머신비전 AI 검사)",live
26,LV-1069,policy,AI·스마트공장 산업 첫 공식 분류…스마트제조기업 체계 육성,2026-07-23,매일일보,https://news.google.com/rss/articles/CBMiZEFVX3lxTFA0OGF0WG5kNzlhcnBOUFplSkNVekdybWJLRzhMdHp1ZlVnbXdzM0cyWjV5NGJZSGpBUDl3YUdyYkliTXZjRXVPUzZRRGltanIyWGxTQm8xOGNGX01TXzVwU25QM1TSAWhBVV95cUxPZVAtUkFHZm5KdkRUN2xrM2RNYUl3QWQ3Mkdna2VmY3NINEt0bmJHS0FkZjZmWWxtYnBra0c4a1o3MGVnU0VaMVRwLTJUcmlHa2V0SGlqZ1ozSjYtckNZWmxkMXZ0b0hzVg?oc=5,,AI|스마트공장,62.9,48.1,85.0,10.0,22.5,0,7.5,8.1,5,4,4,스마트제조 공식 분류체계 편입에 대비하여 정부의 스마트공장 보급 지원 사업 참여 및 인증 획득을 준비해야 합니다.,llm,AI·스마트공장 산업 첫 공식 분류…스마트제조기업 체계 육성 (검색어: 스마트공장 정책),live
27,LV-1073,policy,"중기부, ‘스마트제조기술산업 특수분류’ 제정…AI 제조혁신 정책기반 마련 - 조선비즈",2026-07-23,Chosunbiz,https://news.google.com/rss/articles/CBMikAFBVV95cUxNTWxNc2tRQ0ZLWGdnRThnRXo1U2RHUmZpdEdEVTNOZXZZQmdwaHVBeVdHZThLRkFvM201MDE1R0o0dnNWUGdWdHJSQkdOQVhUVndLMDdMQXQ4bml4WHRjOVBjQk9EeE13eDJIRjBHTHZyV2hhQ2o0R0wzYzBXaXBGdktabDNIcjZBS0I0ZE4wY1rSAaQBQVVfeXFMTmNHeFJVMjVkVVRLOU5hZnBHSkxwU3dmT3hEYU1ubm1KWlhSdUNVZkhPeFF6NXUzX0FuUTgxSTM0OFR6eWVMOGpxWkRRRl9FcEhYWHJ3aFNFeGU0M1pNaFZqM0llUUJCVkM5TXJRUG1hQTJlRHQxOU5BMlFTSlVKa19MZFB3UXlpUnV1M3UxLTdES21kWUFfeXFLUGx6WU9HOWhhZk0?oc=5,,AI|스마트공장,62.9,48.1,85.0,10.0,22.5,0,7.5,8.1,5,4,4,정부의 스마트제조 육성 정책 수혜를 받기 위해 자사 솔루션을 공식 분류 기준에 맞춰 정비하고 지원을 신청해야 합니다.,llm,"중기부, ‘스마트제조기술산업 특수분류’ 제정…AI 제조혁신 정책기반 마련 - 조선비즈 (검색어: 스마트공장 정책)",live
