article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin,collect_method,date_valid
LV-0011,market,"원프레딕트 윤병동 대표, 제조 AX 양극화 해소 위한 4대 정책 국회서 제안",2026-07-24,"원프레딕트 윤병동 대표, 제조 AX 양극화 해소 위한 4대 정책 국회서 제안 (검색어: 제조 AI)","원프레딕트 윤병동 대표, 제조 AX 양극화 해소 위한 4대 정책 국회서 제안 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiX0FVX3lxTE1mZWpwUXZMRE14dlNHWTRnbTZmLUZqeFdOdTh2Q1ZDdWtoa203VHZ4QVF2SERLRmc2Ry1wVkNEYkN4akxiSVF0M09DaTA1RFlTRkNjWWhGSmdISWNLMzlv?oc=5,헬로티,,AI|제조 AX,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0012,market,"LG 엑사원, 中企 제조현장 '전파'…대기업과 협력사 AI 상생 시동",2026-08-05,"LG 엑사원, 中企 제조현장 '전파'…대기업과 협력사 AI 상생 시동 (검색어: 제조 AI)","LG 엑사원, 中企 제조현장 '전파'…대기업과 협력사 AI 상생 시동 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiTkFVX3lxTE56TjEzTWtxT2MtTWdRS192V20wLVhGcnJGdE45aGtkc2lwdjRLcC1UV1lSSW5nYlFhTHR5VjNwSmQwN0pqNy1yZ0YxS0RSQQ?oc=5,전자신문,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0013,market,"""2년 내 AI 현장 적용한다""…제조AI 상용화 48개 과제 본격 추진",2026-08-04,"""2년 내 AI 현장 적용한다""…제조AI 상용화 48개 과제 본격 추진 (검색어: 제조 AI)","""2년 내 AI 현장 적용한다""…제조AI 상용화 48개 과제 본격 추진 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMicEFVX3lxTFBGS1dObGZxZldBS2tLV0lJdmVJaEF2QzlmZkhVdldldWZoajVUdVYxdEEwSXA4dHZSQm1ZcG9ZWG0zazFieWg5Q190aUpHMFp1VlBGZ205QWRiYkJVbThaN1FwN2lZeUNuU1c3dTRhT2I?oc=5,신아일보,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0014,market,"울산·광주, 로봇 기반 제조 AI전환 공동 대응",2026-09-06,"울산·광주, 로봇 기반 제조 AI전환 공동 대응 (검색어: 제조 AI)","울산·광주, 로봇 기반 제조 AI전환 공동 대응 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiW0FVX3lxTE5TMDVYLVVUWDE4Z1J3RTczR0lqTTNYTTVMdW9OMU04bXpCMU1TTUNpVXhlelBUNGZRV3Q5REVPWFpPRm1SRkN3alBka05QVU1GNGktYUZYMktCdEHSAWBBVV95cUxQU3g3OHdHTEFHOVdOQUxVdTVhRTQyMjRXTmI1TzlWQzhTY2ZFNmVxN0lNSDRqcWVjTEY0YVdQRDFiSHR3b3VtUUJpVU5oS2RCWEo4NWt5RDUtMV9hcDRkdHA?oc=5,연합뉴스,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0015,market,"대구시, 산업부 '제조 AI 데이터 벨류체인 구축사업' 착수",2026-08-09,"대구시, 산업부 '제조 AI 데이터 벨류체인 구축사업' 착수 (검색어: 제조 AI)","대구시, 산업부 '제조 AI 데이터 벨류체인 구축사업' 착수 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBiZ19oT0JraVEzbVNJM0Q0em42LTZoa2EweTN0RjlhY21hNkpPbm8tOTV5QTlmcndEN2ZMMDFrRE9UeFdfSFJQWjJ1ZzVsZw?oc=5,전자신문,,AI|데이터,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0016,market,"[산업AI EXPO 프리뷰] 제조 AI ⑫ | 마키나락스 ‘드로우엑스’, PC·메일에 잠든 도면을 견적과 수주 판단으로",2026-09-07,"[산업AI EXPO 프리뷰] 제조 AI ⑫ | 마키나락스 ‘드로우엑스’, PC·메일에 잠든 도면을 견적과 수주 판단으로 (검색어: 제조 AI)","[산업AI EXPO 프리뷰] 제조 AI ⑫ | 마키나락스 ‘드로우엑스’, PC·메일에 잠든 도면을 견적과 수주 판단으로 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiX0FVX3lxTE1FVUVXMTd3MTZhZEdRbHhkaVVrUHBzYjRkQXRwR0NKRHhJbWkxVVcyOGZlcm1KQVh4MDd6VERsY250MjVqWU1OREJocnp1SW52YUJ2LW16aE5vM2pTSDJR?oc=5,헬로티,마키나락스,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0017,market,"산업부, 제조 AI 전환 전국 확산 시동…경남서 첫 콘퍼런스",2026-09-11,"산업부, 제조 AI 전환 전국 확산 시동…경남서 첫 콘퍼런스 (검색어: 제조 AI)","산업부, 제조 AI 전환 전국 확산 시동…경남서 첫 콘퍼런스 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiW0FVX3lxTE51M0FTTnpvLWJmeG9aX2RXRWF6UUlUbVZOUTVYQ1UyS0pXYXhPOFFwTkZ4ZkQ3Z09ZMEFNREhqd1I3MWgzd2w5eXFtc1dNNUxRS3RCa3BIcmd4bUnSAWBBVV95cUxPU0ZFMHh3MDlyOTBhTzFuSVNjQmVKUHpDRWxqZDdBa2YtVlBTaUhSQmVIbGxJNlpYd3prbHBZeTBJR2Z3VXBaOXR4TDJSUEh5ZXk2RHJTampCNWJDOFFhdDk?oc=5,연합뉴스,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0018,market,제조 AI 혁신기술 한자리에…'2026 더 넥스트 AI×SMATOF' 10월 창원서 개막,2026-08-27,제조 AI 혁신기술 한자리에…'2026 더 넥스트 AI×SMATOF' 10월 창원서 개막 (검색어: 제조 AI),제조 AI 혁신기술 한자리에…'2026 더 넥스트 AI×SMATOF' 10월 창원서 개막 (검색어: 제조 AI),https://news.google.com/rss/articles/CBMiTkFVX3lxTE9nZlNpTFRnTGNXWGlHa1FOUGg5MkdxbXpNdlNKZEQ3UHVUSy1LZGY4U045Q29lbVhhV3BDTldmdkYzYkdPdTFzeFQzZjloQQ?oc=5,전자신문,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0019,market,"산업단지공단, 제조 AI 전환 표준·인증센터 출범",2026-08-24,"산업단지공단, 제조 AI 전환 표준·인증센터 출범 (검색어: 제조 AI)","산업단지공단, 제조 AI 전환 표준·인증센터 출범 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBmNFlTQVFwRzRhQUlobkxzelFoVWtVeDN6VW1CRjZOV0tHem83dGVVRjZFX2FSZ3gwMjV2ZHI2a19FeXY2UzJSSEJqTzIxczdiV0d4ZUhfUTZXcXfSAWBBVV95cUxOY1I4UEEyZWVubzdXUnFkdHd1eFlIWUkwZzBBaG9WZThTYVdUZnEzMTZya0JOaF9MVXQweHgxVDhsNjE2aDRXaXd4NGJyYTZMUTJLUGltS1dMcDZTSEhxV1k?oc=5,연합뉴스,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0020,market,"한-우즈베크, 제조 AI 전환 협력",2026-09-14,"한-우즈베크, 제조 AI 전환 협력 (검색어: 제조 AI)","한-우즈베크, 제조 AI 전환 협력 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBSWk5UakhwQUhReEdFWnB1RV81UTVhbXM1cUUwcHdNdTllel9oSVl0OGpyYlAyREVtWTMwMWt2VlRqaTByR0x2dDloZ0FYSUpDLXJWSmxmakNuX1pUdEZDedIBYEFVX3lxTFBSWk5UakhwQUhReEdFWnB1RV81UTVhbXM1cUUwcHdNdTllel9oSVl0OGpyYlAyREVtWTMwMWt2VlRqaTByR0x2dDloZ0FYSUpDLXJWSmxmakNuX1pUdEZDeQ?oc=5,연합뉴스,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0021,market,"박완수 지사, 상하이 로봇밸리 방문…경남 제조 AI 접목 모색",2026-09-17,"박완수 지사, 상하이 로봇밸리 방문…경남 제조 AI 접목 모색 (검색어: 제조 AI)","박완수 지사, 상하이 로봇밸리 방문…경남 제조 AI 접목 모색 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiakFVX3lxTE83b1kzNjBLa25WNWVMaWx2MW5aVklTMllFY3doNDQxUm5ibzNkLV9xQUQ0QXV1WGRkdUNoTk96MWUzOVNycnF1akhLUHBmZnhPOGx4QlV1ZkZ3S2NjOWJ4TU5GeXBfYTl3X0E?oc=5,idomin.com,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0022,market,"최태원 울산, 제조AI 전초기지로 구축…AI시티 청사진 제시",2026-09-13,"최태원 울산, 제조AI 전초기지로 구축…AI시티 청사진 제시 (검색어: 제조 AI)","최태원 울산, 제조AI 전초기지로 구축…AI시티 청사진 제시 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiWEFVX3lxTE4wUjVLOFpDOTYwU2VRWDAzX0RqekFhcUo4bU1fX29JWUVFNkdPcklFZG9HQ3VudF9yTnJkM0NzNXJPSFlDMm0xeHpqUTh0VUNyc095ZFVnd2zSAVhBVV95cUxOMFI1SzhaQzk2MFNlUVgwM19EanpBYXFKOG1NX19vSVlFRTZHT3JJRWRvR0N1bnRfck5yZDNDczVyT0hZQzJtMXh6alE4dFVDcnNPeWRVZ3ds?oc=5,아주경제,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0023,market,"SFA, 산업부 '제조 AI 대전환 전문기업' 선정",2026-09-07,"SFA, 산업부 '제조 AI 대전환 전문기업' 선정 (검색어: 제조 AI)","SFA, 산업부 '제조 AI 대전환 전문기업' 선정 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiZkFVX3lxTFBwWmVxSlJYU1BvOTZqVkFKUF9ic3lobnp4NEZrNWFWT21rMWtPQWhSZlJxRTN6d3F5d3JWSzFxeXd5dmJYTzg3V2xZRHpnR0l2aDgxNmxKWWdHTWEzcG9xOG5XWnpMUQ?oc=5,디일렉,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0024,market,경남에서 확인하는 제조 AI 현주소…'2026 더 넥스트 AI' 개막 한 달 앞으로,2026-09-14,경남에서 확인하는 제조 AI 현주소…'2026 더 넥스트 AI' 개막 한 달 앞으로 (검색어: 제조 AI),경남에서 확인하는 제조 AI 현주소…'2026 더 넥스트 AI' 개막 한 달 앞으로 (검색어: 제조 AI),https://news.google.com/rss/articles/CBMiTkFVX3lxTFBqWkRiWWpuS29XLXQxanZ1ZW15ai1zX2NJWVJtazdGYU5XTmhGQXR1Vkstb0VVX1FHdGhhVGcyRHE2Q1pCcU9oZEZUb2V3Zw?oc=5,전자신문,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0025,market,[산업AI EXPO 프리뷰] 제조 AI ⑩ | 제조·물류 현장으로 향하는 ‘두 팔’과 ‘두 다리’...로브로스 휴머노이드 ‘이그리스-C’,2026-09-07,[산업AI EXPO 프리뷰] 제조 AI ⑩ | 제조·물류 현장으로 향하는 ‘두 팔’과 ‘두 다리’...로브로스 휴머노이드 ‘이그리스-C’ (검색어: 제조 AI),[산업AI EXPO 프리뷰] 제조 AI ⑩ | 제조·물류 현장으로 향하는 ‘두 팔’과 ‘두 다리’...로브로스 휴머노이드 ‘이그리스-C’ (검색어: 제조 AI),https://news.google.com/rss/articles/CBMiX0FVX3lxTE9Xa2FBZV80a1dZbXQ3MGo2RzdKX2lNeDhrbXpjdHNONm5wcEI0Vzc5SjFoNFdpcDlIdC1uRW5KcVpuaDdRRGVjRnJlbVl5eEtzVEJtaTNZbmRHT1lCRjBz?oc=5,헬로티,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0026,market,"대구TP, 11일 '제조AI 혁신기업 교육 및 사업설명회' 개최",2026-07-31,"대구TP, 11일 '제조AI 혁신기업 교육 및 사업설명회' 개최 (검색어: 제조 AI)","대구TP, 11일 '제조AI 혁신기업 교육 및 사업설명회' 개최 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiTkFVX3lxTE9Hc3NOeDlQMnZFWHc0NWdzZDJqbllvVGU2YTdWdDVRME5XRjZYaDhsd29EbFBmdWFWTmFwRWNjbm1ScVhkdGtVdDFGWVlWZw?oc=5,전자신문,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0027,market,中企 제조AI 인력 1천600명 양성…취업인턴십 12개월로 연장,2026-09-03,中企 제조AI 인력 1천600명 양성…취업인턴십 12개월로 연장 (검색어: 제조 AI),中企 제조AI 인력 1천600명 양성…취업인턴십 12개월로 연장 (검색어: 제조 AI),https://news.google.com/rss/articles/CBMiW0FVX3lxTE5ST2VpVm5fNTNLcUVFOXBDV0RST2Q2am0yZVBPT0lKTThIU2lGMHZzQW5NQk95azRPOGFDYUEwS3NDTFViRFpZN3hUdmowQWNfSXVFUzdzOWU5MTjSAWBBVV95cUxQdjZCQjRWUUw4REJzcWdsZ3k4djdYUElaUlMyU3FZZU9TN3dFdzdkTWs1TjUyQndzbzFyXzBUWnAxXzVZYjlyRjhmcXFQOG9KTEJycXNFcGg4WldRRzV3SUk?oc=5,연합뉴스,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0028,market,"공정 대응시간 85% 줄인 '엑사원'···LG, 제조 AI 시장 정조준",2026-09-14,"공정 대응시간 85% 줄인 '엑사원'···LG, 제조 AI 시장 정조준 (검색어: 제조 AI)","공정 대응시간 85% 줄인 '엑사원'···LG, 제조 AI 시장 정조준 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMidkFVX3lxTE9GZTVjLW5SNVZ3ZjZwMENLMmJXeWNHVXV6OFZEb1ZsbE9IOGU5R0drRXBQN0doenMxR2FqaUFPejNNVmVxcERfOWk0T0dZSnpDZlF4RkxmQXh2ZmJ2Ymt5UjYtbmZCN1FPWUp0VVpOenVFRVkwRHfSAXZBVV95cUxPRmU1Yy1uUjVWd2Y2cDBDSzJiV3ljR1V1ejhWRG9WbGxPSDhlOUdHa0VwUDdHaHpzMUdhamlBT3ozTVZlcXBEXzlpNE9HWUp6Q2ZReEZMZkF4dmZidmJreVI2LW5mQjdRT1lKdFVaTnp1RUVZMER3?oc=5,시사저널e,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0029,market,서남권 반도체·동남권 제조 AI 벨트…25개 성장엔진 시동,2026-08-26,서남권 반도체·동남권 제조 AI 벨트…25개 성장엔진 시동 (검색어: 제조 AI),서남권 반도체·동남권 제조 AI 벨트…25개 성장엔진 시동 (검색어: 제조 AI),https://news.google.com/rss/articles/CBMiW0FVX3lxTE82S1pKekxuR1F4c1Fqd1I4QnBkdDlpSWs0alY3bkZZekduWTlLdVh4SkI3VWlwbi1XUVAyZnRhcVlPRDk3NVRFNHRVaGgzUml5VHpIX2FNLWN2bWfSAWBBVV95cUxQT3g4TE15YjY4b0RHQzlzUDJoejZ4RlVYTmFYQ044ZXNpUUFLQVlzTDBxcld5cXRHVklHMWZxZUtqbjV6Y1Z2cVlIU0dzSUtoZUExcnMzQkc1cE5heVpYbWo?oc=5,연합뉴스,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0030,market,"위존, 'M.AX 전문기업' 선정…제조 AI 전환 사업 확대",2026-09-08,"위존, 'M.AX 전문기업' 선정…제조 AI 전환 사업 확대 (검색어: 제조 AI)","위존, 'M.AX 전문기업' 선정…제조 AI 전환 사업 확대 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1PR290alMyTzFycENVU29xR0JCZWJzM2VJVndiQ0ZFYTh1czAzUGFTcTdLY0RucnVDMnNXWmRZcTRjdlA5aVhiSndJWHJlUQ?oc=5,전자신문,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0031,market,"한양대 신승준 교수, 국내 최초로 제조 AI 기술의 본질 다룬 '제조 AI' 출간",2026-09-01,"한양대 신승준 교수, 국내 최초로 제조 AI 기술의 본질 다룬 '제조 AI' 출간 (검색어: 제조 AI)","한양대 신승준 교수, 국내 최초로 제조 AI 기술의 본질 다룬 '제조 AI' 출간 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiTkFVX3lxTE42UllpMm15N0NIVDZuS0dRT0hQNlRoN1BLVzB1YmlLY0JseHlxeXlrRXFZQjFqblBOZ2FldmVvT3V6YV91Qlg2cUx4Q0xaQQ?oc=5,전자신문,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0032,market,[3대 메가 프로젝트] 제조업 AI 대전환…100조 부가가치 창출,2026-08-05,[3대 메가 프로젝트] 제조업 AI 대전환…100조 부가가치 창출 (검색어: 제조 AI),[3대 메가 프로젝트] 제조업 AI 대전환…100조 부가가치 창출 (검색어: 제조 AI),https://news.google.com/rss/articles/CBMibkFVX3lxTFA0YkRQbW53UUxPN0NaTjJjTTVhTHc0WVlYN3ZFWmJEaVFDVXFTNlVBZzFDM1EzYzZONi1NeDFtWHdPRWlrN0IzSjJtdVJMbVF5bThJQ3EtaVN3eUpFSktmS29jX2F4eUxzeXF5eHFB?oc=5,yonhapmidas.com,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0033,market,"170여곳서 성과 낸 제조AI…산업부, 창원 시작으로 전국 확산",2026-09-11,"170여곳서 성과 낸 제조AI…산업부, 창원 시작으로 전국 확산 (검색어: 제조 AI)","170여곳서 성과 낸 제조AI…산업부, 창원 시작으로 전국 확산 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBjYl80UlVOc0RaSGxBQWhDbTRXTFhmUFh5bFowc3JxcTZ6LXJmWS1CaGlIdHRZd0VPbkxFdmFVSEliTUR0M29mR3F5TzJGaHBtWlZBXzBfWlRyUDJ3RFd6Rk1KNkU?oc=5,디지털데일리,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0034,market,"과기정통부-중기부, 중소 제조 현장 ‘피지컬 AI 도입·확산’ 공동 지원",2026-09-07,"과기정통부-중기부, 중소 제조 현장 ‘피지컬 AI 도입·확산’ 공동 지원 (검색어: 제조 AI)","과기정통부-중기부, 중소 제조 현장 ‘피지컬 AI 도입·확산’ 공동 지원 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiakFVX3lxTE1aNk83em5Remc4TEdDdFVjWEpVWVJVVzNiSHF3OXh6WHFhTE9iMURUcHpMR3lmZG9xWkRLT1FYNWJNeTdOXzhIMUQ1WFZIQm5GbF9BUFBNOGdOQU85VmZpenIyc05fZTZhT3c?oc=5,AI타임스,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0035,market,[칼럼] 파편화된 OT 데이터에 갇힌 제조AI… AX의 출발점은 AI 활용 가능 데이터,2026-09-17,[칼럼] 파편화된 OT 데이터에 갇힌 제조AI… AX의 출발점은 AI 활용 가능 데이터 (검색어: 제조 AI),[칼럼] 파편화된 OT 데이터에 갇힌 제조AI… AX의 출발점은 AI 활용 가능 데이터 (검색어: 제조 AI),https://news.google.com/rss/articles/CBMia0FVX3lxTE9xdkpNOXA0OVRHVmt6US1pazBNWHZoX3MtYmFaaVhwVHlUV1BNWm5QckFPSFZONTU0bmZKUWxvVHkzTEZnak1FZi0zVzNOZm53blFnbE9CR2kydkdfc1AyRzdnRXU0V0syMncw?oc=5,FA저널,,AI|데이터,2026-09-19T15:44:28+09:00,false,false,live,rss,true
LV-0036,market,"DIP, '제조 AI 솔루션 개발·실증' 지원…니어네트웍스·정원산업 선정",2026-08-26,"DIP, '제조 AI 솔루션 개발·실증' 지원…니어네트웍스·정원산업 선정 (검색어: 제조 AI)","DIP, '제조 AI 솔루션 개발·실증' 지원…니어네트웍스·정원산업 선정 (검색어: 제조 AI)",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBScEVEZGk1d1l4SURsZVR6MmcxRWRPaXo5eVBJQkxhTVQ4VjhNR2NrenFJbkhFcTNKckotNUlkYW5PdWZiU3h2SnNxcmpWZw?oc=5,전자신문,,AI,2026-09-19T15:44:28+09:00,false,false,live,rss,true
